place_i,place_j,shared_users,place_i_users,place_j_users,pci,dir_pci
MMR,REU,5,4807,2224,1.529,2.248
ALB,TUR,285,1755,717647,8.031,0.397
PAK,QAT,567,102573,38118,9.068,14.875
PNG,MWI,2,451,1396,2.521,1.433
MAR,AUS,804,35288,179728,10.096,4.473
MRT,BHS,4,429,7854,2.179,0.509
EST,UKR,252,7914,19011,20.545,13.255
TZA,NGA,405,25444,218728,5.429,1.852
TUR,DZA,549,717647,21587,4.411,25.432
VCT,BIH,1,373,2960,0.952,0.338
SEN,MNG,5,3434,2244,1.801,2.228
SEN,SEN,3434,3434,3434,1000.000,1000.000
EST,URY,45,7914,48468,2.298,0.928
GBR,SVK,923,1172344,3599,14.210,256.460
BOL,GIN,5,5771,1066,2.016,4.690
IDN,PLW,16,797242,116,1.664,137.931
GUY,KNA,7,442,641,13.151,10.920
JAM,TLS,1,8567,218,0.732,4.587
JOR,SLE,11,27790,638,2.612,17.241
CHN,ETH,144,150889,2741,7.081,52.536
MNE,TUN,18,1771,3690,7.041,4.878
SMR,LUX,23,869,8446,8.490,2.723
SJM,HKG,13,407,42552,3.124,0.306
MNE,PRI,19,1771,48671,2.046,0.390
BRN,CHL,8,1425,143661,0.559,0.056
PAK,MAR,159,102573,35288,2.643,4.506
TKM,SRB,7,188,17319,3.879,0.404
BGD,TTO,20,38564,2571,2.009,7.779
MDA,ARE,46,737,172797,4.076,0.266
COM,SEN,4,104,3434,6.693,1.165
LBY,FSM,2,2753,50,5.391,40.000
MMR,COL,103,4807,236920,3.052,0.435
SVK,COG,7,3599,1963,2.634,3.566
URY,MDG,14,48468,754,2.316,18.568
CAN,DEU,10506,384644,273307,32.403,38.440
LTU,ISL,63,5816,5949,10.710,10.590
HKG,BHS,105,42552,7854,5.744,13.369
FIN,NIC,10,32500,3841,0.895,2.603
BGD,GUY,7,38564,442,1.695,15.837
WSM,NAM,3,228,2871,3.708,1.045
ZWE,BWA,223,13401,2692,37.128,82.838
ARE,CPV,49,172797,948,3.828,51.688
SOM,SYC,1,1345,534,1.180,1.873
CAN,GAB,41,384644,1522,1.695,26.938
THA,SDN,101,349012,15075,1.392,6.700
NIC,OMN,9,3841,40057,0.726,0.225
ARG,IRQ,52,410228,8149,0.899,6.381
LBY,CAN,45,2753,384644,1.383,0.117
POL,EST,857,58288,7914,39.902,108.289
NER,HTI,1,518,2693,0.847,0.371
BDI,GUY,2,289,442,5.596,4.525
QAT,TWN,219,38118,61165,4.536,3.580
ISL,KHM,80,5949,5940,13.458,13.468
NPL,AUT,144,8375,61352,6.353,2.347
GRD,KNA,29,547,641,48.975,45.242
GTM,COD,32,9361,4194,5.107,7.630
ETH,MLT,18,2741,3352,5.938,5.370
QAT,PAN,37,38118,12245,1.713,3.022
BHR,HRV,46,9721,9250,4.851,4.973
AGO,SVN,5,2537,3390,1.705,1.475
CRI,PRT,387,27611,114156,6.893,3.390
SRB,BES,3,17319,414,1.120,7.246
BHS,LVA,19,7854,9833,2.162,1.932
VUT,FJI,24,199,1393,45.584,17.229
POL,SLV,63,58288,19968,1.847,3.155
TJK,PRT,9,257,114156,1.662,0.079
GAB,BDI,5,1522,289,7.539,17.301
PLW,NZL,13,116,29647,7.010,0.438
RUS,JOR,370,136230,27790,6.013,13.314
MOZ,CHN,50,2682,150889,2.485,0.331
LTU,ESH,3,5816,555,1.670,5.405
IND,PER,996,869366,81652,3.738,12.198
FJI,MEX,131,1393,594386,4.553,0.220
FSM,PRK,1,50,450,6.667,2.222
CHE,URY,281,76384,48468,4.618,5.798
PSE,AUS,209,3954,179728,7.840,1.163
PER,HTI,49,81652,2693,3.304,18.195
ECU,BES,10,61055,414,1.989,24.155
LSO,NZL,11,753,29647,2.328,0.371
BTN,GHA,5,727,56052,0.783,0.089
COG,SEN,29,1963,3434,11.170,8.445
SEN,ROU,18,3434,18903,2.234,0.952
GRD,TCD,3,547,308,7.309,9.740
KOR,DMA,8,111488,246,1.528,32.520
BDI,NOR,8,289,31294,2.660,0.256
GNQ,ARE,9,196,172797,1.546,0.052
SJM,SMR,1,407,869,1.681,1.151
NZL,NER,3,29647,518,0.766,5.792
ZAF,PSE,123,180112,3954,4.609,31.108
PRI,TLS,1,48671,218,0.307,4.587
SGP,MLI,11,75983,925,1.312,11.892
NER,KHM,2,518,5940,1.140,0.337
YEM,NGA,11,1355,218728,0.639,0.050
MAC,ESP,174,4155,612306,3.450,0.284
GUF,AZE,2,303,4083,1.798,0.490
SRB,RWA,7,17319,2415,1.082,2.899
JEY,GHA,2,2019,56052,0.188,0.036
SVN,SVN,3390,3390,3390,1000.000,1000.000
TJK,MWI,2,257,1396,3.339,1.433
IRQ,THA,86,8149,349012,1.613,0.246
IND,SLV,136,869366,19968,1.032,6.811
ALB,PRI,15,1755,48671,1.623,0.308
COD,SVN,20,4194,3390,5.304,5.900
COG,TCA,3,1963,1467,1.768,2.045
PRT,BEN,20,114156,1200,1.709,16.667
GAB,STP,3,1522,69,9.257,43.478
KEN,SWZ,28,62817,788,3.980,35.533
TUN,CPV,19,3690,948,10.159,20.042
RWA,REU,5,2415,2224,2.157,2.248
IDN,VCT,16,797242,373,0.928,42.895
CHE,RWA,66,76384,2415,4.859,27.329
OMN,KWT,2635,40057,110415,39.621,23.865
MYS,YEM,86,300914,1355,4.259,63.469
SLV,VUT,1,19968,199,0.502,5.025
MDA,BLR,47,737,4614,25.487,10.186
PYF,KEN,24,766,62817,3.460,0.382
CZE,SSD,25,43191,1682,2.933,14.863
KHM,CYM,11,5940,1631,3.534,6.744
SMR,UGA,4,869,20930,0.938,0.191
PAK,JPN,412,102573,1087206,1.234,0.379
PHL,AGO,48,571031,2537,1.261,18.920
NZL,DEU,1444,29647,273307,16.042,5.283
ZAF,HKG,795,180112,42552,9.081,18.683
MMR,BGD,187,4807,38564,13.735,4.849
ARE,PRK,29,172797,450,3.289,64.444
CIV,LBN,19,2962,6368,4.375,2.984
KOR,BLZ,20,111488,1549,1.522,12.912
MRT,AUS,12,429,179728,1.367,0.067
GUF,DEU,22,303,273307,2.418,0.080
TCA,BOL,5,1467,5771,1.718,0.866
CMR,LBR,12,9757,635,4.821,18.898
KAZ,GLP,1,3178,1022,0.555,0.978
CHN,ROU,448,150889,18903,8.388,23.700
GUF,GIN,1,303,1066,1.760,0.938
MDG,BRA,107,754,1284039,3.439,0.083
SWZ,CHE,13,788,76384,1.676,0.170
PRY,GHA,16,39492,56052,0.340,0.285
VUT,JOR,8,199,27790,3.402,0.288
TUR,CYM,33,717647,1631,0.965,20.233
KEN,MEX,613,62817,594386,3.172,1.031
GUY,MSR,2,442,77,10.841,25.974
VGB,MDG,4,698,754,5.514,5.305
MWI,BGR,4,1396,5496,1.444,0.728
OMN,BES,4,40057,414,0.982,9.662
CUB,LIE,6,6315,748,2.761,8.021
MAR,PRY,76,35288,39492,2.036,1.924
DZA,AND,15,21587,4256,1.565,3.524
ECU,URY,439,61055,48468,8.070,9.058
LSO,SRB,1,753,17319,0.277,0.058
LSO,UGA,7,753,20930,1.763,0.334
BOL,MMR,44,5771,4807,8.354,9.153
BTN,QAT,15,727,38118,2.849,0.394
GAB,GBR,68,1522,1172344,1.610,0.058
PRK,MLI,2,450,925,3.100,2.162
BOL,JEY,2,5771,2019,0.586,0.991
ARG,JPN,1799,410228,1087206,2.694,1.655
KAZ,LUX,16,3178,8446,3.088,1.894
BEN,SOM,2,1200,1345,1.574,1.487
SUR,IRL,10,319,107364,1.709,0.093
BES,COG,1,414,1963,1.109,0.509
JAM,ECU,72,8567,61055,3.148,1.179
SAU,BOL,25,517797,5771,0.457,4.332
SLV,LIE,1,19968,748,0.259,1.337
ALB,GRL,3,1755,447,3.387,6.711
GGY,LUX,9,1036,8446,3.043,1.066
BTN,MAR,19,727,35288,3.751,0.538
AZE,CRI,15,4083,27611,1.413,0.543
ESH,ESP,87,555,612306,4.719,0.142
SMR,BGD,6,869,38564,1.036,0.156
POL,PER,436,58288,81652,6.320,5.340
RUS,CRI,177,136230,27611,2.886,6.410
HUN,GGY,14,30689,1036,2.483,13.514
TJK,KNA,1,257,641,2.464,1.560
AZE,CZE,86,4083,43191,6.476,1.991
REU,GBR,143,2224,1172344,2.801,0.122
XAD,LVA,1,135,9833,0.868,0.102
JOR,BLZ,19,27790,1549,2.896,12.266
AUS,TUR,1882,179728,717647,5.240,2.622
ROU,CUB,70,18903,6315,6.407,11.085
TLS,ALB,2,218,1755,3.233,1.140
SOM,SAU,36,1345,517797,1.364,0.070
NZL,RWA,23,29647,2415,2.718,9.524
USA,ROU,3537,4704692,18903,11.861,187.113
AUT,TZA,224,61352,25444,5.669,8.804
URY,LBN,17,48468,6368,0.968,2.670
VGB,BLZ,13,698,1549,12.502,8.393
EGY,ALA,4,156265,444,0.480,9.009
GEO,COG,6,4124,1963,2.109,3.057
NCL,NGA,3,346,218728,0.345,0.014
LVA,CYP,58,9833,4285,8.935,13.536
CYM,TUN,5,1631,3690,2.038,1.355
JOR,XKO,13,27790,1164,2.286,11.168
PLW,LBN,1,116,6368,1.164,0.157
MOZ,GEO,13,2682,4124,3.909,3.152
PRT,WSM,3,114156,228,0.588,13.158
BMU,BGR,5,997,5496,2.136,0.910
MWI,GRD,3,1396,547,3.433,5.484
LSO,DMA,2,753,246,4.647,8.130
XKO,URY,9,1164,48468,1.198,0.186
AUS,TON,44,179728,125,9.283,352.000
CRI,SEN,17,27611,3434,1.746,4.950
CYM,SLB,2,1631,74,5.757,27.027
SWE,MAC,53,59123,4155,3.382,12.756
SAU,KAZ,59,517797,3178,1.454,18.565
NOR,QAT,332,31294,38118,9.613,8.710
AND,SVN,30,4256,3390,7.898,8.850
BEN,TCD,6,1200,308,9.869,19.481
PHL,NOR,694,571031,31294,5.192,22.177
FRA,MWI,55,487938,1396,2.107,39.398
BTN,PSE,5,727,3954,2.949,1.265
LBR,MRT,6,635,429,11.496,13.986
LBN,CYP,94,6368,4285,17.995,21.937
SMR,BRA,51,869,1284039,1.527,0.040
SYR,DMA,1,1493,246,1.650,4.065
UZB,VUT,2,1596,199,3.549,10.050
GUF,RWA,3,303,2415,3.507,1.242
ZAF,BHR,79,180112,9721,1.888,8.127
CAN,URY,439,384644,48468,3.215,9.058
COM,MWI,4,104,1396,10.498,2.865
ARM,SMR,5,1505,869,4.372,5.754
STP,ARG,6,69,410228,1.128,0.015
WSM,WSM,228,228,228,1000.000,1000.000
GMB,PAN,2,542,12245,0.776,0.163
ZWE,MKD,7,13401,1634,1.496,4.284
PAK,SMR,2,102573,869,0.212,2.301
SGP,NIC,30,75983,3841,1.756,7.810
MWI,MUS,15,1396,1957,9.075,7.665
PLW,DMA,1,116,246,5.920,4.065
CZE,AGO,14,43191,2537,1.337,5.518
COM,DOM,1,104,46940,0.453,0.021
CZE,GRL,23,43191,447,5.235,51.454
PAN,HND,145,12245,5203,18.166,27.869
LSO,NAM,27,753,2871,18.363,9.404
HUN,IRL,1256,30689,107364,21.881,11.699
CHN,GBR,8206,150889,1172344,19.511,7.000
DNK,GUF,7,38106,303,2.060,23.102
JEY,SLV,3,2019,19968,0.472,0.150
SYC,XKO,1,534,1164,1.268,0.859
PAK,ISL,31,102573,5949,1.255,5.211
LAO,LSO,4,2983,753,2.669,5.312
BDI,MAC,1,289,4155,0.913,0.241
NAM,ZAF,569,2871,180112,25.022,3.159
GIN,BEL,19,1066,96930,1.869,0.196
TUN,SLE,7,3690,638,4.562,10.972
LKA,LTU,20,7471,5816,3.034,3.439
COL,MNE,49,236920,1771,2.392,27.668
TCD,MMR,4,308,4807,3.287,0.832
ROU,LCA,10,18903,1263,2.047,7.918
TUN,FRO,5,3690,272,4.991,18.382
BRN,KGZ,2,1425,983,1.690,2.035
LCA,CPV,14,1263,948,12.794,14.768
TUN,GLP,9,3690,1022,4.635,8.806
GAB,MLT,3,1522,3352,1.328,0.895
ISL,VIR,22,5949,4378,4.311,5.025
CIV,SUR,1,2962,319,1.029,3.135
BGD,ATG,8,38564,1084,1.237,7.380
VGB,NAM,9,698,2871,6.358,3.135
GGY,FIN,9,1036,32500,1.551,0.277
EST,MNE,44,7914,1771,11.753,24.845
PRK,TUR,31,450,717647,1.725,0.043
XAD,SGP,4,135,75983,1.249,0.053
OMN,DJI,5,40057,151,2.033,33.113
BRB,COM,2,2089,104,4.291,19.231
JPN,VUT,25,1087206,199,1.700,125.628
BIH,DMA,1,2960,246,1.172,4.065
MNE,TTO,4,1771,2571,1.875,1.556
MUS,MTQ,10,1957,991,7.181,10.091
CUB,VEN,174,6315,71139,8.209,2.446
SWE,AGO,15,59123,2537,1.225,5.912
LIE,LAO,3,748,2983,2.008,1.006
AUT,BIH,310,61352,2960,23.004,104.730
CHL,LIE,17,143661,748,1.640,22.727
BLR,BHS,8,4614,7854,1.329,1.019
PRT,BGD,146,114156,38564,2.200,3.786
URY,BLZ,10,48468,1549,1.154,6.456
GUY,MKD,2,442,1634,2.353,1.224
NPL,HRV,79,8375,9250,8.976,8.541
IMN,XKO,2,2568,1164,1.157,1.718
VEN,CHL,1643,71139,143661,16.252,11.437
ISR,TON,3,10149,125,2.664,24.000
NER,BEL,11,518,96930,1.552,0.113
JOR,LBN,298,27790,6368,22.401,46.796
IDN,BEL,1440,797242,96930,5.180,14.856
ROU,BMU,14,18903,997,3.225,14.042
LVA,AFG,6,9833,1444,1.592,4.155
NAM,SLB,2,2871,74,4.339,27.027
HKG,GGY,13,42552,1036,1.958,12.548
BEL,LTU,547,96930,5816,23.038,94.051
PRT,UGA,105,114156,20930,2.148,5.017
LBN,SVN,28,6368,3390,6.026,8.260
SYR,BLZ,2,1493,1549,1.315,1.291
KGZ,MKD,8,983,1634,6.312,4.896
VNM,MEX,1308,47073,594386,7.820,2.201
AUT,VNM,684,61352,47073,12.728,14.531
SJM,GMB,1,407,542,2.129,1.845
MEX,NRU,2,594386,12,0.749,166.667
BLZ,BOL,18,1549,5771,6.020,3.119
CHE,AZE,137,76384,4083,7.758,33.554
LBY,SOM,4,2753,1345,2.079,2.974
ATF,FRA,4,5,487938,2.561,0.008
ZMB,PRT,57,9787,114156,1.705,0.499
BMU,XNC,3,997,3582,1.587,0.838
PER,BEL,728,81652,96930,8.183,7.511
NAM,PRI,14,2871,48671,1.184,0.288
SRB,GIN,5,17319,1066,1.164,4.690
TWN,PNG,18,61165,451,3.427,39.911
TUN,LUX,19,3690,8446,3.403,2.250
TKM,CPV,3,188,948,7.106,3.165
TWN,GUF,2,61165,303,0.465,6.601
PRK,MEX,50,450,594386,3.057,0.084
JAM,ZMB,14,8567,9787,1.529,1.430
DZA,JEY,3,21587,2019,0.454,1.486
PAK,ARG,267,102573,410228,1.302,0.651
SWE,SDN,56,59123,15075,1.876,3.715
VIR,GRC,72,4378,61903,4.374,1.163
VGB,DMA,18,698,246,43.439,73.171
BLR,GEO,125,4614,4124,28.656,30.310
ATG,OMN,8,1084,40057,1.214,0.200
COD,LVA,20,4194,9833,3.114,2.034
ESP,SYC,91,612306,534,5.033,170.412
CHN,PRT,1331,150889,114156,10.141,11.659
KEN,GUY,12,62817,442,2.277,27.149
PRY,ARG,5805,39492,410228,45.607,14.151
LBR,RWA,7,635,2415,5.653,2.899
POL,XNC,38,58288,3582,2.630,10.609
CIV,REU,12,2962,2224,4.675,5.396
JOR,CPV,17,27790,948,3.312,17.932
COD,POL,93,4194,58288,5.948,1.596
ZWE,TCA,5,13401,1467,1.128,3.408
MDG,GLP,3,754,1022,3.418,2.935
ESH,KEN,8,555,62817,1.355,0.127
FJI,LKA,27,1393,7471,8.369,3.614
LCA,BRA,54,1263,1284039,1.341,0.042
IRN,PRT,132,14530,114156,3.241,1.156
GLP,FRA,482,1022,487938,21.584,0.988
ISL,SDN,14,5949,15075,1.478,0.929
GUY,SEN,4,442,3434,3.247,1.165
GUY,MNG,1,442,2244,1.004,0.446
NER,GRL,1,518,447,2.078,2.237
GRD,SAU,3,547,517797,0.178,0.006
BRB,BFA,1,2089,508,0.971,1.969
GUY,LSO,2,442,753,3.467,2.656
PRI,TWN,122,48671,61165,2.236,1.995
BOL,BES,7,5771,414,4.529,16.908
GLP,KEN,18,1022,62817,2.247,0.287
MDA,GRC,63,737,61903,9.327,1.018
CZE,SWZ,6,43191,788,1.028,7.614
MNE,PLW,1,1771,116,2.206,8.621
MWI,UZB,4,1396,1596,2.680,2.506
BFA,VUT,1,508,199,3.145,5.025
GTM,CMR,10,9361,9757,1.046,1.025
TWN,GAB,7,61165,1522,0.726,4.599
KGZ,LSO,4,983,753,4.649,5.312
SVK,SGP,115,3599,75983,6.954,1.513
PAK,ZWE,114,102573,13401,3.075,8.507
SJM,GHA,2,407,56052,0.419,0.036
QAT,TLS,1,38118,218,0.347,4.587
CAF,SYR,2,176,1493,3.902,1.340
SUR,POL,11,319,58288,2.551,0.189
ZMB,BDI,8,9787,289,4.757,27.682
IDN,GRL,59,797242,447,3.125,131.991
SHN,MKD,1,29,1634,4.594,0.612
GHA,JOR,57,56052,27790,1.444,2.051
JEY,LAO,4,2019,2983,1.630,1.341
MNG,ECU,13,2244,61055,1.111,0.213
CYM,TUR,33,1631,717647,0.965,0.046
COL,DEU,2983,236920,273307,11.723,10.914
ZMB,EGY,100,9787,156265,2.557,0.640
NZL,BOL,74,29647,5771,5.657,12.823
PLW,LBR,3,116,635,11.054,4.724
UKR,SWZ,4,19011,788,1.033,5.076
CHL,CRI,652,143661,27611,10.352,23.614
PHL,VCT,8,571031,373,0.548,21.448
DMA,SGP,4,246,75983,0.925,0.053
BTN,LAO,11,727,2983,7.470,3.688
IND,BGR,268,869366,5496,3.877,48.763
ESP,EGY,2876,612306,156265,9.298,18.405
BRN,VUT,1,1425,199,1.878,5.025
USA,TKM,58,4704692,188,1.950,308.511
BDI,BEL,11,289,96930,2.078,0.113
ARG,PSE,144,410228,3954,3.575,36.419
BES,CHN,13,414,150889,1.645,0.086
LSO,PRK,1,753,450,1.718,2.222
NOR,JPN,1226,31294,1087206,6.647,1.128
AFG,EST,10,1444,7914,2.958,1.264
MNE,GUY,1,1771,442,1.130,2.262
IRQ,ASM,1,8149,106,1.076,9.434
PAN,ZWE,14,12245,13401,1.093,1.045
IRN,MWI,8,14530,1396,1.776,5.731
BOL,KWT,15,5771,110415,0.594,0.136
NLD,XNC,120,191777,3582,4.578,33.501
MLI,BHS,7,925,7854,2.597,0.891
NRU,SDN,1,12,15075,2.351,0.066
COD,KEN,214,4194,62817,13.184,3.407
FRO,HUN,19,272,30689,6.576,0.619
AUS,SLB,30,179728,74,8.226,405.405
IRL,CZE,1589,107364,43191,23.334,36.790
XNC,LBN,31,3582,6368,6.491,4.868
TON,BGR,1,125,5496,1.206,0.182
EST,AZE,46,7914,4083,8.092,11.266
FIN,SSD,23,32500,1682,3.111,13.674
GIN,PRI,7,1066,48671,0.972,0.144
LTU,IMN,5,5816,2568,1.294,1.947
CAF,COG,10,176,1963,17.013,5.094
ESP,ATF,3,612306,5,1.715,600.000
JAM,BIH,16,8567,2960,3.177,5.405
TUR,PER,668,717647,81652,2.760,8.181
NAM,TON,5,2871,125,8.346,40.000
PHL,TTO,77,571031,2571,2.010,29.949
DMA,FRA,57,246,487938,5.203,0.117
PNG,SEN,2,451,3434,1.607,0.582
DMA,CHN,10,246,150889,1.641,0.066
SEN,BRB,11,3434,2089,4.107,5.266
NOR,IRQ,42,31294,8149,2.630,5.154
MTQ,BIH,3,991,2960,1.752,1.014
IDN,ZAF,1609,797242,180112,4.246,8.933
BHS,SVN,32,7854,3390,6.202,9.440
ATG,CZE,21,1084,43191,3.069,0.486
NER,MAC,1,518,4155,0.682,0.241
AUS,MAC,266,179728,4155,9.734,64.019
MYT,CMR,1,123,9757,0.913,0.102
BRB,HUN,27,2089,30689,3.372,0.880
HRV,ESP,2058,9250,612306,27.346,3.361
OMN,PNG,4,40057,451,0.941,8.869
MAR,LBY,34,35288,2753,3.450,12.350
BOL,URY,163,5771,48468,9.746,3.363
DJI,KGZ,1,151,983,2.596,1.017
KOR,LUX,121,111488,8446,3.943,14.326
QAT,XAD,5,38118,135,2.204,37.037
AGO,CHN,39,2537,150889,1.993,0.258
MLT,TCA,4,3352,1467,1.804,2.727
CMR,NZL,23,9757,29647,1.352,0.776
IDN,MAC,452,797242,4155,7.853,108.785
GHA,FJI,15,56052,1393,1.698,10.768
EGY,JAM,146,156265,8567,3.990,17.042
ALB,HTI,7,1755,2693,3.220,2.599
LCA,BEN,3,1263,1200,2.437,2.500
ZWE,SEN,22,13401,3434,3.243,6.407
MLT,TKM,1,3352,188,1.260,5.319
MAC,CIV,8,4155,2962,2.280,2.701
SEN,MOZ,18,3434,2682,5.931,6.711
SRB,MMR,32,17319,4807,3.507,6.657
PRY,MUS,5,39492,1957,0.569,2.555
JEY,ARG,16,2019,410228,0.556,0.039
YEM,URY,1,1355,48468,0.123,0.021
COM,BWA,1,104,2692,1.890,0.371
GLP,SGP,10,1022,75983,1.135,0.132
KHM,HKG,455,5940,42552,28.619,10.693
AND,GEO,12,4256,4124,2.864,2.910
PAK,HKG,156,102573,42552,2.361,3.666
LAO,MKD,13,2983,1634,5.888,7.956
GIN,GRL,1,1066,447,1.449,2.237
BLZ,MYS,35,1549,300914,1.621,0.116
HRV,COG,15,9250,1963,3.520,7.641
SRB,KAZ,57,17319,3178,7.683,17.936
OMN,NGA,94,40057,218728,1.004,0.430
BHS,COG,14,7854,1963,3.566,7.132
COD,LBY,10,4194,2753,2.943,3.632
GRL,CHL,40,447,143661,4.992,0.278
VNM,ATG,27,47073,1084,3.780,24.908
ESH,SGP,9,555,75983,1.386,0.118
GRC,SHN,2,61903,29,1.493,68.966
SJM,IMN,1,407,2568,0.978,0.389
TON,TZA,3,125,25444,1.682,0.118
CHN,UKR,405,150889,19011,7.562,21.303
TTO,SYR,8,2571,1493,4.083,5.358
SRB,NLD,893,17319,191777,15.495,4.656
SSD,BEN,4,1682,1200,2.816,3.333
LCA,AGO,3,1263,2537,1.676,1.182
MDA,GHA,4,737,56052,0.622,0.071
LTU,GRC,280,5816,61903,14.757,4.523
SEN,KWT,8,3434,110415,0.411,0.072
MDA,BRN,2,737,1425,1.952,1.404
NLD,VNM,1283,191777,47073,13.503,27.256
ERI,LBR,2,65,635,9.844,3.150
FJI,NZL,213,1393,29647,33.145,7.185
TUR,ECU,291,717647,61055,1.390,4.766
URY,TUR,217,48468,717647,1.164,0.302
MRT,CHL,9,429,143661,1.146,0.063
HUN,JOR,272,30689,27790,9.314,9.788
MMR,SWZ,4,4807,788,2.055,5.076
TCD,SEN,5,308,3434,4.862,1.456
TCD,MNG,2,308,2244,2.406,0.891
MUS,SYR,5,1957,1493,2.925,3.349
SMR,TUR,59,869,717647,2.363,0.082
HND,ALB,7,5203,1755,2.317,3.989
KAZ,GRL,7,3178,447,5.873,15.660
GRC,ALA,15,61903,444,2.861,33.784
IRN,UKR,78,14530,19011,4.693,4.103
KHM,ECU,73,5940,61055,3.833,1.196
ARE,IDN,3619,172797,797242,9.750,4.539
ITA,LKA,481,302492,7471,10.118,64.382
BHR,CIV,6,9721,2962,1.118,2.026
SWE,FIN,3484,59123,32500,79.480,107.200
LVA,KGZ,13,9833,983,4.181,13.225
SLV,POL,63,19968,58288,1.847,1.081
LBY,ASM,1,2753,106,1.851,9.434
SLV,GTM,805,19968,9361,58.880,85.995
URY,TON,1,48468,125,0.406,8.000
SHN,NGA,1,29,218728,0.397,0.005
PRT,TTO,42,114156,2571,2.452,16.336
KNA,MKD,2,641,1634,1.954,1.224
TWN,TUV,1,61165,11,1.219,90.909
NGA,AUS,941,218728,179728,4.746,5.236
BHR,JAM,11,9721,8567,1.205,1.284
FJI,WSM,22,1393,228,39.037,96.491
CYP,ECU,34,4285,61055,2.102,0.557
LVA,CRI,31,9833,27611,1.881,1.123
BOL,KNA,2,5771,641,1.040,3.120
NZL,BDI,2,29647,289,0.683,6.920
LCA,SDN,4,1263,15075,0.917,0.265
PNG,DJI,2,451,151,7.664,13.245
CUB,FRA,922,6315,487938,16.610,1.890
BEL,SVN,352,96930,3390,19.418,103.835
LBN,CZE,108,6368,43191,6.512,2.501
MNP,MEX,7,269,594386,0.554,0.012
ROU,AUT,1290,18903,61352,37.880,21.026
BGD,FIN,64,38564,32500,1.808,1.969
HND,TLS,2,5203,218,1.878,9.174
BHR,KEN,41,9721,62817,1.659,0.653
BLR,LTU,321,4614,5816,61.966,55.193
VEN,LBY,13,71139,2753,0.929,4.722
ALB,FRO,1,1755,272,1.447,3.676
ZWE,AZE,14,13401,4083,1.893,3.429
ISL,NAM,40,5949,2871,9.679,13.932
MNE,BGD,7,1771,38564,0.847,0.182
DOM,CPV,17,46940,948,2.548,17.932
BGD,CPV,6,38564,948,0.992,6.329
YEM,CAN,29,1355,384644,1.270,0.075
GGY,PRI,2,1036,48671,0.282,0.041
URY,MEX,1466,48468,594386,8.637,2.466
REU,BFA,1,2224,508,0.941,1.969
MTQ,BGR,8,991,5496,3.428,1.456
LCA,TUN,6,1263,3690,2.779,1.626
CUB,KEN,95,6315,62817,4.770,1.512
SLB,GNQ,1,74,196,8.303,5.102
CHN,MYS,4729,150889,300914,22.193,15.715
AND,LTU,22,4256,5816,4.422,3.783
ETH,THA,137,2741,349012,4.429,0.393
BHR,SGP,103,9721,75983,3.790,1.356
JAM,XNC,4,8567,3582,0.722,1.117
PAN,ARE,163,12245,172797,3.544,0.943
MRT,VEN,5,429,71139,0.905,0.070
BOL,PRT,167,5771,114156,6.506,1.463
SGP,XKO,16,75983,1164,1.701,13.746
MDG,TTO,8,754,2571,5.746,3.112
SLV,LCA,4,19968,1263,0.797,3.167
BGD,LBR,13,38564,635,2.627,20.472
BOL,MDA,10,5771,737,4.849,13.569
SLE,HUN,7,638,30689,1.582,0.228
PER,BEN,15,81652,1200,1.515,12.500
KWT,GNB,1,110415,98,0.304,10.204
BRA,SYR,73,1284039,1493,1.667,48.895
KEN,COL,273,62817,236920,2.238,1.152
GRD,MNE,6,547,1771,6.096,3.388
CPV,SLB,1,948,74,3.776,13.514
MDA,MAR,25,737,35288,4.902,0.708
MLT,AZE,12,3352,4083,3.244,2.939
HRV,NRU,1,9250,12,3.002,83.333
STP,ECU,5,69,61055,2.436,0.082
CUB,LCA,29,6315,1263,10.269,22.961
VUT,SVK,3,199,3599,3.545,0.834
SMR,YEM,1,869,1355,0.922,0.738
MDG,HTI,12,754,2693,8.421,4.456
SOM,GAB,3,1345,1522,2.097,1.971
ZWE,GAB,9,13401,1522,1.993,5.913
YEM,BRB,2,1355,2089,1.189,0.957
ISR,NAM,30,10149,2871,5.558,10.449
DZA,MNG,10,21587,2244,1.437,4.456
MNE,WSM,1,1771,228,1.574,4.386
MEX,AUS,3265,594386,179728,9.989,18.166
CZE,FIN,936,43191,32500,24.983,28.800
AND,FJI,2,4256,1393,0.821,1.436
BOL,DOM,106,5771,46940,6.440,2.258
BDI,PRK,2,289,450,5.546,4.444
GIN,BRA,23,1066,1284039,0.622,0.018
BMU,TWN,12,997,61165,1.537,0.196
CIV,KHM,13,2962,5940,3.099,2.189
COM,MRT,2,104,429,9.469,4.662
USA,GAB,124,4704692,1522,1.465,81.472
CAF,NRU,2,176,12,43.519,166.667
MYS,BGD,648,300914,38564,6.015,16.803
MOZ,NRU,1,2682,12,5.574,83.333
BHR,CUB,18,9721,6315,2.297,2.850
BMU,PAN,17,997,12245,4.865,1.388
CPV,AGO,16,948,2537,10.317,6.307
EST,NPL,28,7914,8375,3.439,3.343
ARG,ARE,1135,410228,172797,4.263,6.568
CAN,MSR,10,384644,77,1.837,129.870
ITA,SSD,63,302492,1682,2.793,37.455
JEY,BLR,2,2019,4614,0.655,0.433
NIC,CAF,2,3841,176,2.432,11.364
COL,TCA,62,236920,1467,3.326,42.263
